GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-10-09 0023-06,Join,YellowKuro,175069492,78.20.55.50,0, , ,6 of 13,70,11.25,$780546,IP Spoof High K/D 
2022-10-09 0023-45,Join,BABY-haileyX2,182428476,90.247.220.214,1, , ,7 of 13,426,1.91,$1862613217,
2022-10-09 0023-45,Join,SweCoraline,187478300,188.149.83.164,2, , ,11 of 13,425,0.57,$26425391,
2022-10-09 0023-45,Join,AyamaSora,198909598,41.142.25.102,3, , ,4 of 13,312,1.91,$173672886,
2022-10-09 0023-45,Join,-SkillZme-,162903629,85.138.233.19,4, , ,8 of 13,322,0.54,$72264066,
2022-10-09 0023-45,Join,SweChrille94,54940986,89.233.199.213,6, ,Host,1 of 13,858,0.46,$25746025,
2022-10-09 0023-45,Join,Aliciaa850i,158114639,176.147.60.208,7, , ,12 of 13,242,3.67,$6358,
2022-10-09 0023-45,Join,solidsnakepap,154668406,93.244.230.114,8, , ,10 of 13,299,0.79,$23054139,
2022-10-09 0023-45,Join,PasaBest99,110529971,89.38.73.71,11, , ,9 of 13,477,0.45,$7577,
2022-10-09 0023-45,Join,Loona,654665486,79.226.46.95,14, , ,2 of 13,141,0.63,$25391214,
2022-10-09 0024-23,Leave,YellowKuro,175069492,78.20.55.50,0, , ,6 of 14,70,11.25,$780546,IP Spoof High K/D 
2022-10-09 0023-45,Join,xCandyxxx,77973851,86.20.38.195,9, , ,13 of 13,421,1.19,$2147483647,
2022-10-09 0024-05,Join,WhiteHaze97,75540718,87.122.24.73,10, , ,11 of 15,105,0.87,$10189270,
2022-10-09 0024-57,Join,DWeiWeiWei,119486009,95.223.69.54,17, , ,7 of 19,142,0.9,$2821984,
2022-10-09 0025-11,Join,Poppydingy,142884825,87.123.243.120,19, , ,11 of 19,360,0.44,$395919,
2022-10-09 0026-08,Leave,WhiteHaze97,75540718,87.122.24.73,10, , ,15 of 20,105,0.87,$10189270,
2022-10-09 0026-04,Join,Lucasseje,94012448,87.52.108.210,20,Friend, ,14 of 22,173,0.87,$241378,
2022-10-09 0026-43,Join,BigUps147,114645700,101.185.187.242,21, , ,6 of 26,140,0.92,$12908023,
2022-10-09 0027-32,Leave,DWeiWeiWei,119486009,95.223.69.54,17, , ,9 of 26,142,0.9,$2821984,
2022-10-09 0027-21,Join,dingandon,146012665,176.116.241.156,24, , ,11 of 27,750,1.8,$309051357,
2022-10-09 0027-21,Join,almost-a-joker,197913353,188.32.215.252,26, , ,9 of 27,30,1.47,$1767186,
2022-10-09 0027-22,Join,nolik32,83184216,188.243.105.142,25, , ,19 of 27,181,0.81,$6171961,
2022-10-09 0027-21,Join,oneblowfourholes,63844725,77.50.177.106,23, , ,6 of 27,363,1.16,$671044602,
2022-10-09 0027-20,Join,OcheSladky,120566497,31.173.87.45,15, , ,15 of 27,111,0.37,$5811977,
2022-10-09 0028-09,Leave,OcheSladky,120566497,31.173.87.45,15, , ,15 of 27,111,0.37,$5811977,
2022-10-09 0027-41,Join,adamoskar111,137387149,83.26.161.91,16, , ,25 of 27,714,1.33,$305348673,
2022-10-09 0028-27,Leave,adamoskar111,137387149,83.26.161.91,16, , ,25 of 27,714,1.33,$305348673,
2022-10-09 0027-49,Join,TheWorstDoc,203938042,73.237.163.237,18,Friend, ,12 of 27,122,0.5,$19800642,
2022-10-09 0028-33,Leave,TheWorstDoc,203938042,73.237.163.237,18,Friend, ,12 of 27,122,0.5,$19800642,
2022-10-09 0027-48,Join,druciaqq,157137097,93.190.37.144,17, , ,17 of 27,126,0.96,$8395059,
2022-10-09 0027-58,Join,Jencek518,97770015,5.104.19.209,27, , ,22 of 27,279,1.51,$306450909,
2022-10-09 0028-58,Leave,Jencek518,97770015,5.104.19.209,27, , ,23 of 28,279,1.51,$306450909,
2022-10-09 0029-44,Leave,adamoskar111,137387149,83.26.161.91,16, , ,25 of 27,714,1.33,$305348673,
2022-10-09 0028-44,Join,Midnighter69,197809794,88.100.171.119,28, , ,12 of 26,172,0.44,$242476,
2022-10-09 0030-17,Join,ibraedk,206682114,91.178.120.105,16,Friend, ,27 of 28,127,0.76,$484117,
2022-10-09 0031-42,Join,Dialkovai,195079473,194.230.160.155,27, , ,9 of 29,94,1.14,$306188,
2022-10-09 0032-41,Leave,druciaqq,157137097,93.190.37.144,17, , ,19 of 28,126,0.96,$8395059,
2022-10-09 0033-03,Join,Purp_Ink,185065984,109.130.254.92,17, , ,20 of 29,405,0.87,$147651199,
2022-10-09 0033-04,Join,sueta_95_95,190755918,217.25.217.231,29, , ,2 of 29,54,0.78,$807288,
2022-10-09 0033-58,Leave,sueta_95_95,190755918,217.25.217.231,29, , ,2 of 29,54,0.78,$807288,
2022-10-09 0034-08,Leave,Dialkovai,195079473,194.230.160.155,27, , ,10 of 29,94,1.14,$306188,
2022-10-09 0034-30,Leave,solidsnakepap,154668406,93.244.230.114,8, , ,23 of 28,299,0.79,$23024139,
2022-10-09 0035-15,Leave,OcheSladky,120566497,31.173.87.45,15, , ,17 of 28,111,0.37,$4136477,
2022-10-09 0034-38,Join,Najarana134,116658816,83.28.66.37,8, , ,22 of 27,124,0.63,$10908834,
2022-10-09 0035-58,Leave,Najarana134,116658816,83.28.66.37,8, , ,23 of 29,124,0.63,$10908834,
2022-10-09 0036-15,Join,thulborn,107478104,109.158.179.50,8, , ,23 of 29,124,0.63,$10908834,
2022-10-09 0036-39,Leave,Lucasseje,94012448,87.52.108.210,20,Friend, ,18 of 29,173,0.87,$240878,
2022-10-09 0035-47,Join,EldanSS,46236444,178.34.163.133,27, , ,25 of 28,143,0.8,$338744,
2022-10-09 0036-52,Leave,SweChrille94,54940986,89.233.199.213,6, ,Host,1 of 28,858,0.46,$25745025,
2022-10-09 0037-10,Leave,BABY-haileyX2,182428476,90.247.220.214,1, , ,9 of 27,426,1.91,$1862614717,
2022-10-09 0037-10,Leave,SweCoraline,187478300,188.149.83.164,2, , ,22 of 27,425,0.57,$26424891,
2022-10-09 0037-10,Leave,AyamaSora,198909598,41.142.25.102,3, , ,4 of 27,312,1.91,$173675386,
2022-10-09 0037-10,Leave,-SkillZme-,162903629,85.138.233.19,4, , ,11 of 27,322,0.54,$72263066,
2022-10-09 0037-10,Leave,Aliciaa850i,158114639,176.147.60.208,7, , ,25 of 27,242,3.67,$9358,
2022-10-09 0037-10,Leave,thulborn,107478104,109.158.179.50,8, , ,21 of 27,1320,0.82,$0,
2022-10-09 0037-10,Leave,PasaBest99,110529971,89.38.73.71,11, , ,20 of 27,477,0.45,$5577,
2022-10-09 0037-10,Leave,Loona,654665486,79.226.46.95,14, , ,2 of 27,141,0.63,$25391714,Sync Crash Karen Session Mismatch 
2022-10-09 0037-10,Leave,ibraedk,206682114,91.178.120.105,16,Friend, ,26 of 27,127,0.76,$484117,
2022-10-09 0037-10,Leave,Purp_Ink,185065984,109.130.254.92,17, , ,17 of 27,405,0.87,$147651199,
2022-10-09 0037-10,Leave,TheWorstDoc,203938042,73.237.163.237,18,Friend, ,14 of 27,122,0.5,$19799642,
2022-10-09 0037-10,Leave,Poppydingy,142884825,87.123.243.120,19, , ,18 of 27,360,0.44,$395419,
2022-10-09 0037-10,Leave,BigUps147,114645700,101.185.187.242,21, , ,5 of 27,140,0.92,$12907523,
2022-10-09 0037-10,Leave,oneblowfourholes,63844725,77.50.177.106,23, , ,6 of 27,363,1.16,$670586602,
2022-10-09 0037-10,Leave,dingandon,146012665,176.116.241.156,24, , ,12 of 27,750,1.8,$309351357,
2022-10-09 0037-10,Leave,nolik32,83184216,188.243.105.142,25, , ,19 of 27,181,0.81,$6471961,God-Mode 
2022-10-09 0037-10,Leave,almost-a-joker,197913353,188.32.215.252,26, , ,10 of 27,30,1.47,$2067186,
2022-10-09 0037-10,Leave,EldanSS,46236444,178.34.163.133,27, , ,24 of 27,143,0.8,$338744,
2022-10-09 0037-10,Leave,Midnighter69,197809794,88.100.171.119,28, , ,13 of 27,172,0.44,$292376,
2022-10-09 0037-10,Leave,sueta_95_95,190755918,217.25.217.231,29, , ,1 of 27,54,0.78,$807288,
2022-10-09 0037-16,Leave,xCandyxxx,77973851,86.20.38.195,9, ,Host,1 of 1,421,1.19,$2147483647,
2022-10-09 0037-41,Join,SweCoraline,187478300,188.149.83.164,2, , ,21 of 25,425,0.57,$26424891,
