GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-10-04 0000-07,Join,westurner,83102297,75.228.125.230,0, , ,28 of 30,31,0.5,$3529502,
2022-10-04 0001-26,Leave,sneakysquidles,182150330,174.25.187.10,1, , ,3 of 30,150,1.21,$939807,
2022-10-04 0001-44,Leave,NeoShinobi,42191184,98.116.54.3,23, , ,26 of 30,100,0.69,$5604920,
2022-10-04 0002-00,Leave,R_ia_dd,181379629,74.140.88.241,7, , ,9 of 29,35,0.3,$23370,
2022-10-04 0001-42,Join,jsantoro2800,164730586,68.198.150.233,1, , ,16 of 27,33,0.52,$221839,
2022-10-04 0002-51,Leave,jsantoro2800,164730586,68.198.150.233,1, , ,18 of 29,33,0.52,$221839,
2022-10-04 0002-58,Leave,3bst3r,200775130,74.205.140.88,16, , ,13 of 29,67,0.75,$239745,
2022-10-04 0003-23,Leave,cypress222,31915684,68.194.199.181,22, , ,3 of 27,17,0.97,$13426575,
2022-10-04 0002-47,Join,Prince07070110,72004222,24.161.46.219,18, , ,9 of 26,72,0.73,$973151,
2022-10-04 0003-34,Leave,Prince07070110,72004222,24.161.46.219,18, , ,9 of 26,72,0.73,$973151,
2022-10-04 0003-36,Join,Deadfire_03,162537199,87.178.163.73,1, , ,9 of 29,100,0.63,$773587,
2022-10-04 0003-40,Join,Pasky2807,82250402,148.3.229.53,14, , ,27 of 29,30,0.71,$1002853,
2022-10-04 0004-31,Leave,Pasky2807,82250402,148.3.229.53,14, , ,27 of 29,30,0.71,$1002853,
2022-10-04 0004-41,Leave,Pasky2807,82250402,148.3.229.53,14, , ,26 of 28,30,0.71,$1002853,
2022-10-04 0004-45,Leave,Prince07070110,72004222,24.161.46.219,18, , ,10 of 27,72,0.73,$973151,
2022-10-04 0004-52,Leave,__Ineffable__,104475364,72.87.94.63,19, , ,12 of 26,334,0.53,$1118240,
2022-10-04 0005-09,Leave,westurner,83102297,75.228.125.230,0, , ,24 of 26,31,0.5,$3062082,
2022-10-04 0005-06,Join,xcseerithx,85300279,5.66.215.155,14,Friend, ,13 of 24,885,19.52,$28040397,
2022-10-04 0006-48,Leave,RonDaDog-,201705734,66.180.228.44,10, , ,23 of 25,103,2.56,$6817243,
2022-10-04 0006-10,Join,drizzl2,82578830,99.135.8.77,0, , ,3 of 24,69,0.72,$1187400,
2022-10-04 0008-19,Leave,__soup_can__,189802331,70.130.119.55,28, , ,2 of 25,71,0.53,$803564,
2022-10-04 0008-09,Join,TheAmazingPro8,194876898,75.52.158.88,7, , ,7 of 24,39,0.4,$121313,
2022-10-04 0009-00,Leave,TheAmazingPro8,194876898,75.52.158.88,7, , ,7 of 24,39,0.4,$121313,
2022-10-04 0010-26,Leave,Deadfire_03,162537199,87.178.163.73,1, , ,8 of 24,100,0.63,$773587,
