GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-10-11 1328-56,Join,D4M4G1NG-BUNNY,125051114,87.49.147.176,0, , ,6 of 25,131,0.34,$3547983,
2022-10-11 1328-56,Join,akongr,62613318,79.103.15.101,1, , ,25 of 25,114,0.49,$33225,
2022-10-11 1328-56,Join,Dragon_Tales,175983786,217.255.230.57,2, , ,22 of 25,131,1.93,$15881708,
2022-10-11 1328-56,Join,Rodrihas,40141885,188.163.18.21,3, , ,12 of 25,211,0.64,$670294,
2022-10-11 1328-56,Join,Bakura_off,204930997,195.202.157.5,4, , ,8 of 25,32,0.77,$276349,
2022-10-11 1328-56,Join,ChizzleMahBizzle,26324028,84.192.76.165,5, , ,18 of 25,211,0.61,$2146992330,
2022-10-11 1328-56,Join,MatG3z,39264196,62.10.160.108,6, , ,21 of 25,122,1.81,$3091557,
2022-10-11 1328-56,Join,lietavec,217275161,90.64.9.230,7, , ,7 of 25,14,0.22,$149821,
2022-10-11 1328-56,Join,Anowurscht,186344003,89.0.2.114,8, , ,20 of 25,889,0.95,$9286400,
2022-10-11 1328-56,Join,CallMeDNA12,209166094,87.122.43.22,9, , ,10 of 25,101,0.2,$4387486,
2022-10-11 1328-56,Join,miguelheladero,199614460,88.1.79.179,10, , ,2 of 25,322,1.7,$10862436,
2022-10-11 1328-56,Join,Karakuel,159088730,80.30.64.110,13, , ,15 of 25,182,0.87,$4476275,
2022-10-11 1328-56,Join,Kulho69,114385427,84.34.100.139,14, , ,17 of 25,195,2.08,$470725805,
2022-10-11 1328-56,Join,Marlene_Mitford,183004,95.85.196.22,15, , ,4 of 25,391,7.34,$122125741,
2022-10-11 1328-56,Join,Frtgfrgg654r,143753418,77.228.3.119,16, , ,19 of 25,164,0.74,$59592453,
2022-10-11 1328-56,Join,Filip_Sledz123,131634867,5.226.76.194,19, , ,16 of 25,103,0.55,$10563072,
2022-10-11 1328-56,Join,YONGKING_G_MUDA,193583089,88.15.38.98,20, , ,24 of 25,61,0.41,$405865,
2022-10-11 1328-56,Join,15PhoeniXes,116960826,195.202.157.5,21, , ,14 of 25,148,1.44,$9459003,
2022-10-11 1328-56,Join,Ilie__93,67726176,62.235.254.249,22, , ,11 of 25,429,0.51,$12516336,
2022-10-11 1328-56,Join,patrik23r,191678040,185.196.118.246,23, , ,23 of 25,73,0.33,$188414,
2022-10-11 1328-56,Join,--MuteN,189325257,95.250.54.36,25, , ,3 of 25,469,0.84,$14771882,
2022-10-11 1328-56,Join,xCandyxxx,77973851,86.20.38.195,26, , ,1 of 25,420,1.19,$2147483647,
2022-10-11 1328-56,Join,Pehveli,205592897,85.76.7.64,27, , ,13 of 25,196,0.74,$5495043,
2022-10-11 1329-44,Leave,Marlene_Mitford,183004,95.85.196.22,15, , ,4 of 30,391,7.34,$122125741,
2022-10-11 1329-08,Join,el_killo03,203856308,193.32.236.134,18, , ,8 of 30,71,0.51,$146422,
2022-10-11 1329-10,Join,AFriendlyGuy25,190398877,81.226.150.214,24, , ,24 of 30,161,0.51,$1914782,
2022-10-11 1330-02,Leave,AFriendlyGuy25,190398877,81.226.150.214,24, , ,24 of 30,161,0.51,$1914782,
2022-10-11 1329-10,Join,zenavolkov,201712436,93.171.170.250,12, , ,25 of 30,85,0.89,$463874,
2022-10-11 1330-01,Join,salidje,216450416,217.251.196.171,15, , ,21 of 30,391,7.34,$122125741,
2022-10-11 1329-24,Join,A1XZ_KXVIN,198433109,151.248.200.172,29, , ,4 of 30,58,1.07,$165604,
2022-10-11 1330-21,Leave,A1XZ_KXVIN,198433109,151.248.200.172,29, , ,4 of 30,58,1.07,$165604,
2022-10-11 1330-36,Leave,Karakuel,159088730,80.30.64.110,13, , ,16 of 30,182,0.87,$4476275,
2022-10-11 1330-34,Join,Fastdomination,210754181,83.209.114.165,29, , ,8 of 30,53,0.61,$1110863,
2022-10-11 1330-55,Join,FaZeRoland22,212726134,91.120.165.208,13, , ,9 of 30,82,1.66,$2763154,
2022-10-11 1333-33,Leave,YONGKING_G_MUDA,193583089,88.15.38.98,20, , ,28 of 30,61,0.41,$405865,
2022-10-11 1333-58,Leave,zenavolkov,201712436,93.171.170.250,12, , ,26 of 30,85,0.89,$463874,
2022-10-11 1334-31,Join,EpIX2134,149644199,185.253.16.223,12, , ,3 of 29,152,1.34,$697019,
2022-10-11 1336-36,Leave,miguelheladero,199614460,88.1.79.179,10, , ,2 of 29,322,1.7,$9349836,
2022-10-11 1336-49,Join,Itsmeee016,177571189,2.139.40.100,10, , ,28 of 29,72,0.38,$472181,
2022-10-11 1338-49,Leave,15PhoeniXes,116960826,195.202.157.5,21, , ,17 of 30,148,1.44,$9458203,
2022-10-11 1333-48,Join,ZAMTROLL40,108205126,91.122.178.41,20, , ,3 of 29,191,0.51,$8642083,
2022-10-11 1337-29,Join,Halk1522,201831644,79.193.230.74,11, , ,27 of 29,205,0.25,$318184,
2022-10-11 1338-52,Leave,Halk1522,201831644,79.193.230.74,11, , ,27 of 29,205,0.25,$318184,
2022-10-11 1338-13,Join,Drazzox,180444133,88.123.25.9,28, , ,4 of 30,105,0.98,$1380850,
2022-10-11 1339-11,Leave,Drazzox,180444133,88.123.25.9,28, , ,4 of 30,105,0.98,$1380850,
2022-10-11 1339-06,Join,uIuxn_,156188874,188.187.73.37,21, , ,17 of 30,148,1.44,$9458203,
2022-10-11 1340-17,Leave,ChizzleMahBizzle,26324028,84.192.76.165,5, , ,20 of 30,211,0.61,$2146992330,
2022-10-11 1340-19,Leave,Dragon_Tales,175983786,217.255.230.57,2, , ,25 of 29,131,1.93,$15881708,
2022-10-11 1340-21,Leave,MatG3z,39264196,62.10.160.108,6, , ,23 of 28,122,1.81,$2686357,
2022-10-11 1340-39,Join,15PhoeniXes,116960826,195.202.157.5,5, , ,19 of 30,211,0.61,$2146992330,
