GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-10-06 0338-23,Join,athena_la_louve,129422414,212.68.231.136,0, , ,3 of 11,894,7.48,$148660546,Karen 
2022-10-06 0338-23,Join,usDRAGON911,167557472,154.183.0.53,1, , ,2 of 11,127,0.61,$185738,
2022-10-06 0338-23,Join,MoxxieTheDemon,203484381,47.225.3.89,2,Friend, ,7 of 11,401,1.02,$2093869,Karen 
2022-10-06 0338-23,Join,nypra_,163520553,78.129.132.5,3, , ,9 of 11,951,1.21,$445806707,
2022-10-06 0338-23,Join,lolatron65,98102883,82.44.4.176,6, , ,5 of 11,519,0.86,$244188422,
2022-10-06 0338-23,Join,cyberfox59432,123070744,79.66.138.143,7, , ,11 of 11,132,3.58,$59505,
2022-10-06 0338-23,Join,usShaco911,216386677,164.92.201.225,14, , ,10 of 11,127,0.68,$3762,
2022-10-06 0338-23,Join,flos8484,206103745,89.220.212.22,17, , ,8 of 11,114,1.94,$1396418,
2022-10-06 0338-23,Join,adelo700,183752446,79.246.95.22,22, , ,4 of 11,112,0.57,$111224,
2022-10-06 0338-23,Join,xCandyxxx,77973851,81.17.62.28,28, ,Host,1 of 11,420,1.19,$2147483647,
2022-10-06 0340-01,Leave,usDRAGON911,167557472,154.183.0.53,1, , ,2 of 11,127,0.61,$185738,
2022-10-06 0340-05,Leave,athena_la_louve,129422414,212.68.231.136,0, , ,2 of 10,894,7.48,$148660546,Karen 
2022-10-06 0342-59,Leave,cyberfox59432,123070744,79.66.138.143,7, , ,9 of 9,132,3.58,$59505,
2022-10-06 0449-55,Join,Mister_X2,2060894,91.57.229.236,0, , ,17 of 25,296,1.11,$24974830,
2022-10-06 0449-55,Join,MNeymoo,66715361,77.140.116.121,3, , ,25 of 25,101,0.2,$2991338,
2022-10-06 0449-55,Join,AidenRisk,190326965,88.152.8.45,4, , ,12 of 25,73,0.16,$208553,
2022-10-06 0449-55,Join,vladber2,177034907,171.33.251.91,5, , ,13 of 25,59,0.55,$124611,
2022-10-06 0449-55,Join,xCandyxxx,77973851,81.17.62.28,7, , ,1 of 25,420,1.19,$2147483647,
2022-10-06 0449-55,Join,CaptainFeather,35620687,86.153.171.122,8, ,Host,3 of 25,400,0.52,$20325790,
2022-10-06 0449-55,Join,Sleijeri,475892,89.166.37.172,9, , ,11 of 25,707,0.74,$765837911,
2022-10-06 0449-55,Join,ThePurger666,203536352,85.232.156.159,10, , ,7 of 25,229,5.23,$469195133,
2022-10-06 0449-55,Join,kalkaman95,39904152,89.162.113.150,12, , ,18 of 25,169,1.2,$2881736,
2022-10-06 0449-55,Join,OJIeHb_CeBePHbIu,163975201,255.255.255.255,14, , ,21 of 25,244,2.5,$204092607,
2022-10-06 0449-55,Join,Hellrider,345920,83.219.205.130,15, , ,8 of 25,657,0.22,$437679096,
2022-10-06 0449-55,Join,rogern187,27753713,84.213.192.58,19, , ,20 of 25,125,0.21,$1666552,
2022-10-06 0449-55,Join,ABility_GHost,110627440,86.82.28.151,20, , ,24 of 25,110,0.66,$23480758,
2022-10-06 0449-55,Join,OGRockMUE,103283018,86.127.159.142,21, , ,22 of 25,807,1.54,$1597753320,
2022-10-06 0449-55,Join,kizersoza,149940277,86.170.194.141,23, , ,6 of 25,95,1.15,$64767012,
2022-10-06 0449-55,Join,ItRainsAllNight,75661446,176.120.106.148,24, , ,14 of 25,176,0.98,$488364,
2022-10-06 0449-55,Join,faduqq,158313331,212.20.6.167,25, , ,16 of 25,121,1.06,$6847028,
2022-10-06 0449-55,Join,AdLeR_slt,183553948,185.212.200.221,26, , ,4 of 25,323,3.58,$124752437,
2022-10-06 0449-55,Join,zHannes.,106074406,95.90.176.40,27, , ,5 of 25,423,3.48,$102103917,
2022-10-06 0449-55,Join,Finn070808,179574900,92.209.12.171,28, , ,19 of 25,1092,2.43,$1193963,
2022-10-06 0450-42,Leave,AidenRisk,190326965,88.152.8.45,4, , ,12 of 27,73,0.16,$208553,
2022-10-06 0449-55,Join,-DIBA-,80440014,185.244.23.25,1, , ,2 of 27,489,1.07,$486868781,
2022-10-06 0449-58,Join,Stefi_braun,161741969,213.24.132.147,6, , ,15 of 28,703,0.61,$240022819,
2022-10-06 0450-15,Join,encegi,81319156,46.138.186.230,11, , ,17 of 28,110,0.61,$1703298,
2022-10-06 0450-31,Join,Thordi2020,145302313,185.37.57.104,13, , ,13 of 29,105,0.72,$8815,
2022-10-06 0451-30,Leave,-DIBA-,80440014,185.244.23.25,1, , ,2 of 29,489,1.07,$486868781,
2022-10-06 0451-30,Leave,MNeymoo,66715361,77.140.116.121,3, , ,29 of 29,101,0.2,$2988438,
2022-10-06 0451-30,Leave,vladber2,177034907,171.33.251.91,5, , ,14 of 29,59,0.55,$124611,
2022-10-06 0451-30,Leave,Stefi_braun,161741969,213.24.132.147,6, , ,16 of 29,703,0.61,$240022819,
2022-10-06 0451-30,Leave,encegi,81319156,46.138.186.230,11, , ,18 of 29,110,0.61,$1703298,
2022-10-06 0451-30,Leave,OJIeHb_CeBePHbIu,163975201,255.255.255.255,14, , ,25 of 29,244,2.5,$204092607,
2022-10-06 0451-30,Leave,ABility_GHost,110627440,86.82.28.151,20, , ,28 of 29,110,0.66,$23480758,
2022-10-06 0451-30,Leave,ItRainsAllNight,75661446,176.120.106.148,24, , ,15 of 29,176,0.98,$485039,
2022-10-06 0451-30,Leave,Finn070808,179574900,92.209.12.171,28, , ,22 of 29,1092,2.43,$1193963,
2022-10-06 0451-30,Leave,Sleijeri,475892,89.166.37.172,9, , ,11 of 19,707,0.74,$765837911,
2022-10-06 0451-30,Leave,ThePurger666,203536352,85.232.156.159,10, , ,7 of 19,229,5.23,$469195133,
2022-10-06 0451-30,Leave,kalkaman95,39904152,89.162.113.150,12, , ,16 of 19,169,1.2,$2881736,
2022-10-06 0451-30,Leave,Thordi2020,145302313,185.37.57.104,13, , ,12 of 19,105,0.72,$8815,
2022-10-06 0451-30,Leave,rogern187,27753713,84.213.192.58,19, , ,17 of 19,125,0.21,$1666552,
2022-10-06 0451-30,Leave,kizersoza,149940277,86.170.194.141,23, , ,6 of 19,95,1.15,$64766012,
2022-10-06 0451-30,Leave,faduqq,158313331,212.20.6.167,25, , ,14 of 19,121,1.06,$6847028,
2022-10-06 0451-30,Leave,AdLeR_slt,183553948,185.212.200.221,26, , ,4 of 19,323,3.58,$124752437,
2022-10-06 0451-30,Leave,zHannes.,106074406,95.90.176.40,27, , ,5 of 19,423,3.48,$102103917,
2022-10-06 0451-31,Leave,Mister_X2,2060894,91.57.229.236,0, , ,7 of 9,296,1.11,$24974830,
2022-10-06 0451-31,Leave,CaptainFeather,35620687,86.153.171.122,8, , ,2 of 9,400,0.52,$20325790,
2022-10-06 0451-31,Leave,Hellrider,345920,83.219.205.130,15, , ,4 of 9,657,0.22,$437679096,
2022-10-06 0451-31,Leave,OGRockMUE,103283018,86.127.159.142,21, , ,8 of 9,807,1.54,$1597753320,
2022-10-06 0451-37,Leave,xCandyxxx,77973851,81.17.62.28,7, ,Host,1 of 1,420,1.19,$2147483647,
2022-10-06 0452-08,Join,MNeymoo,66715361,77.140.116.121,3, , ,26 of 26,101,0.2,$2987938,
2022-10-06 0452-08,Join,vladber2,177034907,255.255.255.255,5, , ,11 of 26,59,0.55,$124611,
2022-10-06 0452-08,Join,Stefi_braun,161741969,255.255.255.255,6, , ,13 of 26,703,0.61,$240022819,
2022-10-06 0452-08,Join,CaptainFeather,35620687,86.153.171.122,8, ,Host,2 of 26,400,0.52,$20134105,
2022-10-06 0452-08,Join,Sleijeri,475892,89.166.37.172,9, , ,10 of 26,707,0.74,$765837911,
2022-10-06 0452-08,Join,ThePurger666,203536352,85.232.156.159,10, , ,6 of 26,229,5.23,$469195133,
2022-10-06 0452-08,Join,encegi,81319156,255.255.255.255,11, , ,14 of 26,110,0.61,$1703298,
2022-10-06 0452-08,Join,kalkaman95,39904152,89.162.113.150,12, , ,18 of 26,169,1.2,$2882236,
2022-10-06 0452-08,Join,OJIeHb_CeBePHbIu,163975201,255.255.255.255,14, , ,22 of 26,244,2.5,$204092607,
