GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-09-28 0009-30,Join,Ayojen,158562963,91.101.122.48,0,Friend, ,13 of 19,529,0.27,$7882827,
2022-09-28 0009-30,Join,Frank_OFF,37579247,185.140.162.98,1, , ,19 of 19,262,11.57,$24492147,
2022-09-28 0009-30,Join,Yiakuzeer,136630211,85.70.100.15,3, , ,7 of 19,165,0.63,$2175004,
2022-09-28 0009-30,Join,Cubano_33cm,195295962,88.156.141.175,4, , ,14 of 19,71,1.04,$223739,
2022-09-28 0009-30,Join,Kentapp,22284677,185.215.60.249,5, , ,16 of 19,57,0.72,$268392803,
2022-09-28 0009-30,Join,NoamDrl,134928557,91.191.60.122,6, , ,9 of 19,88,0.49,$1634959,
2022-09-28 0009-30,Join,TheGrafiti,65743035,83.27.139.7,7, ,Host,3 of 19,35,0.47,$56092,
2022-09-28 0009-30,Join,dfydyg,65851357,31.205.76.20,8, , ,5 of 19,177,1.24,$409752603,
2022-09-28 0009-30,Join,BlackskinMeapZ,119862513,37.201.230.187,9, , ,4 of 19,241,2.1,$360688764,
2022-09-28 0009-30,Join,Robert03034,174528641,217.249.180.58,12, , ,10 of 19,120,1.5,$1161656,
2022-09-28 0009-30,Join,Vincenzo_1309,214297563,79.113.238.218,14, , ,6 of 19,71,0.83,$5495181,
2022-09-28 0009-30,Join,Damysus01,173973315,188.73.232.74,16, , ,18 of 19,377,2.28,$9891512,
2022-09-28 0009-30,Join,Rumajz,64810442,78.80.80.84,17, , ,15 of 19,286,0.56,$373687,
2022-09-28 0009-30,Join,Xx_GamerShoot_xX,216985093,109.89.22.50,19, , ,12 of 19,239,1.5,$3950358,
2022-09-28 0009-30,Join,Boy7Seven,175782044,77.161.153.130,23, , ,11 of 19,3003,1.31,$2145904554,
2022-09-28 0010-02,Join,Ayojen,158562963,91.101.122.48,0,Friend, ,13 of 17,529,0.27,$7882827,
2022-09-28 0010-02,Join,Yiakuzeer,136630211,85.70.100.15,3, , ,7 of 17,165,0.63,$2175004,
2022-09-28 0010-02,Join,Cubano_33cm,195295962,88.156.141.175,4, , ,14 of 17,71,1.04,$223739,
2022-09-28 0010-02,Join,Kentapp,22284677,185.215.60.249,5, , ,15 of 17,57,0.72,$268392523,
2022-09-28 0010-02,Join,NoamDrl,134928557,91.191.60.122,6, , ,9 of 17,88,0.49,$1634959,
2022-09-28 0010-02,Join,TheGrafiti,65743035,83.27.139.7,7, ,Host,3 of 17,35,0.47,$55592,
2022-09-28 0010-02,Join,dfydyg,65851357,31.205.76.20,8, , ,5 of 17,177,1.24,$409752603,
2022-09-28 0010-02,Join,BlackskinMeapZ,119862513,37.201.230.187,9, , ,4 of 17,241,2.1,$360688764,
2022-09-28 0010-02,Join,xCandyxxx,77973851,86.20.38.195,10, , ,1 of 17,420,1.19,$2147483647,
2022-09-28 0010-02,Join,Robert03034,174528641,217.249.180.58,12, , ,10 of 17,120,1.5,$1161656,
2022-09-28 0010-02,Join,Vincenzo_1309,214297563,79.113.238.218,14, , ,6 of 17,71,0.83,$5495181,
2022-09-28 0010-02,Join,Damysus01,173973315,188.73.232.74,16, , ,17 of 17,377,2.28,$9891512,
2022-09-28 0010-02,Join,Xx_GamerShoot_xX,216985093,109.89.22.50,19, , ,12 of 17,239,1.5,$3950358,Frame Flags 
2022-09-28 0010-02,Join,Boy7Seven,175782044,77.161.153.130,23, , ,11 of 17,3003,1.31,$2145904554,
