GeeSkid v1.05
Date/Time,Join/Leave,Name,SCID,IP,PID,Friend,Host,Host Priority,Rank,K/D,Money,Modder Flags
2022-09-27 0314-11,Join,_Mellz_,142003843,82.11.226.84,0, , ,12 of 17,4229,10.74,$2644957,
2022-09-27 0314-11,Join,kinderider,68183845,95.126.239.206,1, , ,7 of 17,157,0.88,$383064,
2022-09-27 0314-11,Join,Jonamlv,211287274,37.133.3.141,2, , ,13 of 17,63,0.69,$561310,
2022-09-27 0314-11,Join,Amzyyxo,215945260,82.1.179.134,4, , ,6 of 17,31,0.84,$5324960,
2022-09-27 0314-11,Join,lillterro,102224163,95.140.187.34,5, , ,15 of 17,232,1.36,$55879,
2022-09-27 0314-11,Join,Gangbang_Habibi,190545401,93.226.1.73,6, , ,9 of 17,103,0.95,$2470305,
2022-09-27 0314-11,Join,BionicBird666,162062110,178.148.141.46,9, , ,8 of 17,113,0.81,$4184190,
2022-09-27 0314-11,Join,Some-player,205803087,111.30.219.84,10, , ,4 of 17,122,4.0,$14745246,
2022-09-27 0314-11,Join,summrs1x,176573520,90.90.251.152,12, , ,11 of 17,629,4.6,$10078144,
2022-09-27 0314-11,Join,xCandyxxx,77973851,86.20.38.195,13, , ,1 of 17,420,1.19,$2147483647,
2022-09-27 0314-11,Join,23KingKarma,212734373,90.196.17.194,14, , ,5 of 17,209,0.74,$3384911,
2022-09-27 0314-11,Join,TesTArRoSsA512,214653894,176.186.189.41,16, , ,14 of 17,50,0.37,$865800,
2022-09-27 0314-11,Join,-4ndromed4-,133671000,95.247.123.170,17, , ,16 of 17,130,0.05,$13969873,
2022-09-27 0314-11,Join,Kyriixx,147532997,95.222.25.132,23, , ,3 of 17,250,2.78,$6457347,
2022-09-27 0314-11,Join,Sisco1977,28293880,80.215.178.141,24, , ,10 of 17,169,0.38,$1884181,
2022-09-27 0315-11,Leave,Kyriixx,147532997,95.222.25.132,23, , ,3 of 18,250,2.78,$6417597,
2022-09-27 0314-58,Join,VitD4U,209685982,90.203.78.87,3, , ,12 of 19,137,0.45,$1230755,
2022-09-27 0315-47,Leave,VitD4U,209685982,90.203.78.87,3, , ,12 of 19,137,0.45,$1230755,
2022-09-27 0316-00,Leave,Gangbang_Habibi,190545401,93.226.1.73,6, , ,8 of 19,103,0.95,$2470305,
2022-09-27 0316-00,Leave,summrs1x,176573520,90.90.251.152,12, , ,9 of 18,629,4.6,$10078144,
2022-09-27 0315-27,Join,morz113228,203070874,188.242.106.6,7, , ,18 of 18,23,0.95,$806145,
2022-09-27 0316-13,Join,robsoneke,205440997,94.110.117.207,6, , ,14 of 18,103,0.72,$16141622,
2022-09-27 0316-19,Join,One_Eyed_Snail,35734486,109.157.184.76,11, , ,7 of 18,92,0.71,$1812925,
2022-09-27 0317-01,Leave,One_Eyed_Snail,35734486,109.157.184.76,11, , ,7 of 18,92,0.71,$1812925,
2022-09-27 0317-33,Leave,One_Eyed_Snail,35734486,109.157.184.76,11, , ,7 of 19,92,0.71,$1812925,
2022-09-27 0317-56,Join,Kacpixx1947,191861688,89.64.47.190,18,Friend, ,16 of 21,119,0.57,$752563,
2022-09-27 0319-06,Leave,Some-player,205803087,111.30.219.84,10, , ,3 of 21,122,4.0,$14745246,
2022-09-27 0318-17,Join,__NCK__,150822374,77.1.211.99,19, , ,17 of 20,686,1.32,$2508,
2022-09-27 0319-24,Leave,__NCK__,150822374,77.1.211.99,19, , ,17 of 20,686,1.32,$2508,
2022-09-27 0320-03,Leave,morz113228,203070874,188.242.106.6,7, , ,19 of 19,23,0.95,$806145,
